year,match_num,match_num_t,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,W_L,H_A
2015,84,9070,[],['07'],"['07', '11']","['07', '11']","['07', '11']","['07', '11', '29']","['07', '11', '29']","['07', '11', '29']","['07', '11', '29']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03']","['07', '11', '29', '45.03', '89']","['07', '11', '29', '45.03', '89']",W,H
2015,84,9070,[],[],[],[],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],['22'],L,A
2015,85,9071,[],[],[],[],['21'],['21'],['21'],"['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']","['21', '37']",D,H
2015,85,9071,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['66'],['66'],['66'],['66'],['66'],"['66', '90.01']",D,A
2015,86,9072,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,86,9072,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,87,9073,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,87,9073,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],"['62', '68']","['62', '68', '74']","['62', '68', '74']","['62', '68', '74']","['62', '68', '74']","['62', '68', '74']",W,A
2015,88,9074,[],[],[],[],[],[],[],[],[],[],[],['54'],['54'],['54'],['54'],['54'],['54'],['54'],['54'],['54'],W,H
2015,88,9074,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,89,9075,[],[],['14'],['14'],['14'],"['14', '26']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33']","['14', '26', '33', '64']","['14', '26', '33', '64', '66']","['14', '26', '33', '64', '66']","['14', '26', '33', '64', '66']","['14', '26', '33', '64', '66', '85']","['14', '26', '33', '64', '66', '85']","['14', '26', '33', '64', '66', '85']",W,H
2015,89,9075,[],[],[],['20'],['20'],['20'],"['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']","['20', '34']",L,A
2015,90,9076,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,90,9076,['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],W,A
2015,91,9077,[],[],[],[],[],[],[],"['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']","['36', '38']",W,H
2015,91,9077,[],[],[],[],[],[],[],[],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],L,A
2015,92,9078,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],['62'],['62'],['62'],['62'],['62'],['62'],L,H
2015,92,9078,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['68'],['68'],['68'],['68'],"['68', '87']","['68', '87']",W,A
2015,93,9079,[],[],[],[],[],[],[],[],[],[],[],[],['59'],['59'],['59'],['59'],['59'],['59'],['59'],['59'],W,H
2015,93,9079,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,94,9080,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,94,9080,[],[],[],[],[],[],[],[],[],[],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],['46'],W,A
2015,95,9081,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,95,9081,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],['43'],"['43', '69']","['43', '69']","['43', '69']","['43', '69']","['43', '69']","['43', '69']",W,A
2015,96,9082,[],[],[],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],"['17', '79']","['17', '79']","['17', '79']","['17', '79']",W,H
2015,96,9082,[],[],[],[],[],[],[],[],[],[],[],[],['56'],['56'],['56'],['56'],['56'],['56'],['56'],['56'],L,A
2015,97,9083,['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],['01'],L,H
2015,97,9083,[],['09'],['09'],"['09', '17']","['09', '17']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29']","['09', '17', '29', '56']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']","['09', '17', '29', '56', '63']",W,A
2015,98,9084,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['77'],['77'],['77'],['77'],D,H
2015,98,9084,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['86'],['86'],D,A
2015,99,9085,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,99,9085,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,100,9086,[],[],[],[],[],[],[],[],[],['45.03'],['45.03'],['45.03'],['45.03'],"['45.03', '65']","['45.03', '65']","['45.03', '65']","['45.03', '65']","['45.03', '65']","['45.03', '65', '86']","['45.03', '65', '86']",W,H
2015,100,9086,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,101,9087,['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],L,H
2015,101,9087,[],[],[],[],[],[],[],[],[],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],['45.03'],"['45.03', '74']","['45.03', '74']","['45.03', '74', '83']","['45.03', '74', '83']","['45.03', '74', '83']",W,A
2015,102,9088,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,102,9088,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,103,9089,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['67'],['67'],['67'],['67'],"['67', '89']","['67', '89']",W,H
2015,103,9089,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['83'],['83'],['83'],L,A
2015,104,9090,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,104,9090,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,105,9091,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,105,9091,[],[],[],[],[],[],[],[],[],[],['49'],['49'],['49'],['49'],"['49', '68']","['49', '68', '73']","['49', '68', '73']","['49', '68', '73']","['49', '68', '73']","['49', '68', '73']",W,A
2015,106,9092,[],[],[],[],[],[],[],['39'],['39'],['39'],"['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']","['39', '48']",W,H
2015,106,9092,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,107,9093,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],"['30', '84']","['30', '84']","['30', '84']",L,H
2015,107,9093,[],[],[],[],[],[],[],[],[],[],[],[],['57'],"['57', '64']","['57', '64']","['57', '64']","['57', '64', '77']","['57', '64', '77']","['57', '64', '77']","['57', '64', '77']",W,A
2015,108,9094,[],[],[],['19'],['19'],['19'],"['19', '31']","['19', '31']","['19', '31']","['19', '31']","['19', '31']","['19', '31', '55']","['19', '31', '55', '60']","['19', '31', '55', '60', '62']","['19', '31', '55', '60', '62']","['19', '31', '55', '60', '62']","['19', '31', '55', '60', '62', '76']","['19', '31', '55', '60', '62', '76']","['19', '31', '55', '60', '62', '76']","['19', '31', '55', '60', '62', '76']",W,H
2015,108,9094,[],[],[],[],[],[],[],[],[],['45.04'],"['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']","['45.04', '50']",L,A
2015,109,9095,[],[],[],[],[],[],['31'],"['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']","['31', '36']",W,H
2015,109,9095,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,110,9096,['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],['03'],"['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01']","['03', '45.01', '90.03']",W,H
2015,110,9096,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['79'],['79'],['79'],['79'],L,A
2015,111,9097,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,111,9097,[],[],[],[],[],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],W,A
2015,112,9098,[],[],[],[],[],[],[],[],[],[],[],['52'],['52'],"['52', '65']","['52', '65']","['52', '65']","['52', '65']","['52', '65']","['52', '65']","['52', '65']",W,H
2015,112,9098,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['75'],['75'],['75'],['75'],['75'],L,A
2015,113,9099,[],[],[],[],[],[],[],[],[],[],[],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],"['52', '90.01']",W,H
2015,113,9099,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,114,9100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['70'],['70'],['70'],['70'],['70'],['70'],W,H
2015,114,9100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,115,9101,[],[],[],[],[],[],[],[],[],[],[],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],['53'],W,H
2015,115,9101,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,116,9102,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,116,9102,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['69'],['69'],['69'],['69'],['69'],['69'],W,A
2015,117,9103,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],D,H
2015,117,9103,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],D,A
2015,118,9104,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['77'],['77'],['77'],['77'],D,H
2015,118,9104,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],D,A
2015,119,9105,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,119,9105,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,120,9106,[],[],[],[],[],[],[],[],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],['42'],L,H
2015,120,9106,[],[],[],[],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],"['21', '82']","['21', '82']","['21', '82']",W,A
2015,121,9107,[],[],[],[],[],[],[],[],[],[],[],[],[],['64'],['64'],['64'],['64'],['64'],['64'],['64'],W,H
2015,121,9107,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,122,9108,[],[],[],['17'],['17'],"['17', '28']","['17', '28']","['17', '28']","['17', '28', '42']","['17', '28', '42']","['17', '28', '42']","['17', '28', '42']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']","['17', '28', '42', '59']",W,H
2015,122,9108,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,123,9109,[],[],[],[],[],[],[],[],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],L,H
2015,123,9109,[],['07'],['07'],['07'],"['07', '23']","['07', '23']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32']","['07', '23', '32', '81']","['07', '23', '32', '81']","['07', '23', '32', '81']",W,A
2015,124,9110,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,124,9110,[],[],[],[],[],[],[],[],[],['45.01'],['45.01'],['45.01'],['45.01'],"['45.01', '62']","['45.01', '62']","['45.01', '62']","['45.01', '62']","['45.01', '62', '83']","['45.01', '62', '83']","['45.01', '62', '83']",W,A
2015,125,9111,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,125,9111,[],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],W,A
2015,126,9112,[],[],[],[],[],['28'],['28'],"['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']","['28', '39']",D,H
2015,126,9112,[],['10'],['10'],['10'],['10'],"['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']","['10', '26']",D,A
2015,127,9113,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['87'],['87'],L,H
2015,127,9113,[],[],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"['11', '90']","['11', '90']",W,A
2015,128,9114,[],[],[],[],[],[],['35'],"['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']","['35', '40']",W,H
2015,128,9114,[],[],[],[],[],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],['28'],L,A
2015,129,9115,[],[],[],[],['23'],['23'],"['23', '33']","['23', '33']","['23', '33']","['23', '33']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50']","['23', '33', '50', '83']","['23', '33', '50', '83']","['23', '33', '50', '83']",W,H
2015,129,9115,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['87'],['87'],L,A
2015,130,9116,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,130,9116,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['80'],['80'],['80'],['80'],W,A
2015,131,9117,[],[],[],[],[],[],[],[],['41'],['41'],['41'],['41'],['41'],['41'],['41'],['41'],['41'],['41'],"['41', '89']","['41', '89']",L,H
2015,131,9117,[],[],[],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],"['17', '69']","['17', '69']","['17', '69']","['17', '69', '85']","['17', '69', '85']","['17', '69', '85']",W,A
2015,132,9118,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['80'],['80'],"['80', '87']","['80', '87', '90.08']",D,H
2015,132,9118,[],[],[],[],['25'],['25'],['25'],"['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36']","['25', '36', '90.05']",D,A
2015,133,9119,[],[],['14'],"['14', '17']","['14', '17']","['14', '17']","['14', '17']","['14', '17']","['14', '17', '41']","['14', '17', '41']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47']","['14', '17', '41', '47', '90.03']",W,H
2015,133,9119,[],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],L,A
2015,134,9120,[],[],[],[],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],D,H
2015,134,9120,[],[],[],[],[],[],[],[],[],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],['45.01'],D,A
2015,135,9121,[],['09'],['09'],"['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20']","['09', '20', '69']","['09', '20', '69']","['09', '20', '69']","['09', '20', '69']","['09', '20', '69']","['09', '20', '69']",W,H
2015,135,9121,[],[],[],[],[],[],[],[],[],[],['49'],['49'],['49'],['49'],['49'],['49'],['49'],['49'],['49'],['49'],L,A
2015,136,9122,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['82', '84']","['82', '84']","['82', '84']",W,H
2015,136,9122,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,137,9123,[],[],[],[],[],[],[],[],[],[],[],[],[],['62'],['62'],['62'],['62'],['62'],['62'],['62'],W,H
2015,137,9123,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,138,9124,[],[],[],[],[],[],[],[],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],['43'],D,H
2015,138,9124,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],D,A
2015,139,9125,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,139,9125,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,140,9126,[],[],[],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],D,H
2015,140,9126,[],[],[],[],[],[],[],[],[],[],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],['50'],D,A
2015,141,9127,[],[],[],[],[],[],['33'],['33'],['33'],['33'],['33'],['33'],['33'],"['33', '63']","['33', '63']","['33', '63']","['33', '63']","['33', '63']","['33', '63']","['33', '63', '90.03']",W,H
2015,141,9127,[],[],[],[],[],[],[],[],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],['45'],L,A
2015,142,9128,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,142,9128,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['82'],['82'],['82'],W,A
2015,143,9129,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,143,9129,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,144,9130,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['73'],['73'],['73'],['73'],['73'],D,H
2015,144,9130,[],[],[],[],[],[],[],[],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],['44'],D,A
2015,145,9131,[],['07'],"['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']","['07', '15']",W,H
2015,145,9131,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,146,9132,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,146,9132,['05'],['05'],['05'],['05'],"['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22']","['05', '22', '67']","['05', '22', '67']","['05', '22', '67']","['05', '22', '67']","['05', '22', '67']","['05', '22', '67']",W,A
2015,147,9133,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],"['30', '90.01']",W,H
2015,147,9133,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,148,9134,[],[],[],[],[],[],[],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],D,H
2015,148,9134,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],D,A
2015,149,9135,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['69'],['69'],['69'],['69'],['69'],"['69', '90.03']",W,H
2015,149,9135,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,150,9136,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['81'],['81'],['81'],D,H
2015,150,9136,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],D,A
2015,151,9137,['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],['02'],"['02', '54']","['02', '54']","['02', '54']","['02', '54']","['02', '54']","['02', '54']","['02', '54']","['02', '54']","['02', '54']",W,H
2015,151,9137,[],[],[],[],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],['24'],L,A
2015,152,9138,[],[],[],[],[],[],[],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],W,H
2015,152,9138,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,A
2015,153,9139,[],[],[],[],[],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],['26'],"['26', '90.02']",W,H
2015,153,9139,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['90'],['90'],L,A
2015,154,9140,[],[],[],[],[],[],[],[],[],[],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],['47'],D,H
2015,154,9140,[],[],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],D,A
2015,155,9141,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,155,9141,['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],['04'],W,A
2015,156,9142,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,H
2015,156,9142,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],D,A
2015,157,9143,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,157,9143,[],['08'],['08'],['08'],['08'],['08'],['08'],"['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']","['08', '38']",W,A
2015,158,9144,[],[],[],[],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],['21'],"['21', '90.06']",D,H
2015,158,9144,[],[],[],[],[],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],['30'],"['30', '73']","['30', '73']","['30', '73']","['30', '73']","['30', '73']",D,A
2015,159,9145,[],[],[],[],[],[],[],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],['39'],L,H
2015,159,9145,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['74'],['74'],['74'],['74'],"['74', '90.03']",W,A
2015,160,9146,[],[],[],[],[],[],['34'],['34'],['34'],['34'],"['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']","['34', '48']",W,H
2015,160,9146,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['77'],['77'],['77'],['77'],L,A
2015,161,9147,['05'],['05'],"['05', '13']","['05', '13']","['05', '13']","['05', '13']","['05', '13']","['05', '13']","['05', '13']","['05', '13']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']","['05', '13', '50']",W,H
2015,161,9147,[],[],[],[],[],[],[],[],[],[],[],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],['52'],L,A
2015,162,9148,[],[],[],[],[],[],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],"['32', '89']","['32', '89']",L,H
2015,162,9148,[],[],[],[],[],['27'],['27'],['27'],['27'],['27'],['27'],['27'],['27'],"['27', '65']","['27', '65', '69']","['27', '65', '69']","['27', '65', '69']","['27', '65', '69']","['27', '65', '69']","['27', '65', '69']",W,A
2015,163,9149,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['66'],['66'],['66'],['66'],['66'],['66'],L,H
2015,163,9149,[],[],[],[],[],[],[],['38'],['38'],['38'],['38'],"['38', '54']","['38', '54']","['38', '54']","['38', '54']","['38', '54']","['38', '54']","['38', '54']","['38', '54']","['38', '54']",W,A
2015,164,9150,[],[],[],[],[],[],[],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],['38'],D,H
2015,164,9150,[],[],[],[],[],[],[],[],[],[],[],[],[],['61'],['61'],['61'],['61'],['61'],['61'],['61'],D,A
2015,165,9151,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],L,H
2015,165,9151,[],[],[],[],[],[],[],['40'],"['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']","['40', '43']",W,A
2015,166,9152,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['76'],['76'],['76'],['76'],L,H
